test_tweet,actual_label,predicted_label
in wake of recent attacks corporations have increasingly sought to speak out against anti-asian racism staying quiet on social and political issues is no longer an option but how can leaders create holistic long-term commitments to drive change  ,2,2
    you have never been asian you dont know what its like i have scars on my body from white people they also have scars because i fought back if you think you can drive around in your car and start yelling hateful racist shit then you have another thing coming,2,2
  i think you can cause shootings just by ratcheting up social pressure and it will drive logical people crazy if were taking about some sort of mind control i see it more in the asian attacks,2,2
    if hes behind the camera now have him direct what better way to pass the torch and drive the production with more asian voices,2,2
my mom is so asian she makes me go and order mcd dalam kedai while she queue at the drive thrusebab dia nak tengok mana lagi cepat,2,2
 wed drive to orlandos chinatownshop at the asian groceryeat dim sum at mings,2,2
 my uncle came to australia 20 years ago when there wasnt so many asian supermarkets around although he lives in the city it takes him a 40 min drive to the nearest one to buy this udon he calls is his  run and he still does it sometimes,2,2
i no longer feel secure on the métro with my son i worry about my mother going out now my husband has to drive us everywhere we feel its just a matter of time until it gets worse never thought id see this in montreal  ,2,2
devils attorney kairosofts stuff silent age age of history 2 not the asian edition thats just plain awful dan the man jetpack joyride cat bird super dangerous dungeons drive ahead - look i made a mobile game iceberg here  ,2,2
aluminum at fresh multiyear high on supply fears stockpile drop positive for nalco and hindalco aluminum extended its rally to multiyear highs in london and china as the asian countrys drive to curb output adds to supply con #frontpage_app,2,1
gonna stop in to an asian market tomorrow finally what should i get theres a couple things i wanna make at home like kohakutou and okonomiyaki so i need ingredients but like what else should i buy anpan prawn crackers its a long drive so i wanna get what i can ideas,2,2
so i locked my keys n phone in the car at the gas station i was wearing pajamas with a huge stain and slides asking people to lend me their phones to call for help but i dont remember anyones number but mine luckily i got an asian lady kind enough to drive me home n back ,2,2
 i have to drive a bit over an hour to find some asian grocery stores,2,2
 thats like a four hour drive  we have like zero asian markets around me i should find some online at this point any certain brands you recommend,2,2
 i see ppl saying she was supposed to be east asian but the only thing i saw that kinda supported this theory was when nick said bunnies cant drive and ppl thought it was supposed to be like the asians cant drive stereotype,2,1
film news chicagos asian pop-up cinema goes to the drive-in beginning april 15 2021  ,2,2
   what is it you think i dont have first hand experience in and telling an asian man not to be offended by the adage that they cant drive is a really good equivalent for the defense of the term mansplaining,2,2
asian dads yelling at their kids on how to drive ,2,2
asians are known to drive horribly i try very hard to drive well when an asian drives like crap i say something to them just saying,2,2
